311
2
Arcs	Cost	Risk_C1	Risk_C2
284	283	0.379555	7904	6323.51
284	285	0.393133	7631	6105.46
284	286	0.264178	11356	9085.50
285	53	0.262077	11447	9158.18
285	254	0.471772	6359	5087.88
285	282	0.275179	10902	8722.08
285	284	0.393133	7631	6105.46
286	278	0.178486	16808	13446.54
286	284	0.264178	11356	9085.50
287	133	0.156527	19166	15333.12
287	149	0.0207351	144682	115745.76
288	118	0.391338	7666	6133.25
288	289	0.059346	50551	40441.10
289	120	0.0728032	41207	32966.21
289	288	0.059346	50551	40441.10
289	290	0.0574405	52228	41782.75
290	84	0.0205615	145904	116723.38
290	115	0.0424472	70676	56540.88
290	289	0.0574405	52228	41782.75
290	291	0.0934492	32103	25682.98
291	117	0.169224	17728	14183.14
291	290	0.0934492	32103	25682.98
292	131	0.56926	5270	4216.61
292	293	0.0993805	30187	24149.66
293	292	0.0993805	30187	24149.66
293	298	0.154599	19405	15524.78
294	130	0.127779	23478	18783.07
294	303	0.0339305	88416	70733.52
295	84	0.011953	250982	200786.04
295	105	0.104351	28749	22999.68
295	106	0.0695668	43124	34499.52
295	239	0.0406543	73793	59034.53
296	104	0.0863583	34739	27791.28
296	105	0.0834794	35937	28749.60
296	114	0.626174	4791	3833.28
297	148	0.0520797	57604	46083.96
297	298	0.0204512	146691	117353.34
297	300	0.0326918	91766	73412.82
298	293	0.154599	19405	15524.78
298	297	0.0204512	146691	117353.34
298	299	0.0814332	36840	29472.30
299	298	0.0814332	36840	29472.30
299	300	0.0407166	73680	58944.60
300	297	0.0326918	91766	73412.82
300	299	0.0407166	73680	58944.60
300	301	0.0772221	38849	31079.88
301	147	0.0486831	61623	49299.12
301	300	0.0772221	38849	31079.88
302	146	0.0471453	63633	50906.70
302	147	0.0215327	139323	111458.88
302	303	0.0952956	31481	25185.42
303	113	0.0109239	274628	219702.60
303	294	0.0339305	88416	70733.52
303	302	0.0952956	31481	25185.42
304	144	0.0746473	40189	32151.60
304	145	0.0457024	65642	52514.28
304	173	0.117864	25453	20362.68
304	174	0.179158	16745	13396.50
305	145	0.0861326	34830	27864.72
305	306	0.0246087	121908	97526.52
306	144	0.0622058	48227	38581.92
306	305	0.0246087	121908	97526.52
306	307	0.030468	98464	78771.42
307	143	0.0447882	66982	53586.00
307	244	0.0288956	103822	83058.30
307	306	0.030468	98464	78771.42
308	67	0.692681	4331	3465.36
308	271	0.0769527	38985	31188.24
308	274	0.0579565	51763	41411.05
308	310	0.133191	22524	18019.87
309	58	0.0927529	32344	25875.50
309	59	0.0512733	58510	46808.50
309	95	1.65107	1817	1453.68
310	35	0.147362	20358	16287.19
310	270	0.307819	9746	7797.06
310	308	0.133191	22524	18019.87
EndArcs
source	dest	demand	nbTrucks
262	173	923	4
209	105	107	2
