311
4
Arcs	Cost	Risk_C1	Risk_C2	Risk_C3	Risk_C4
193	220	0.25428	11798	9438.66	18877.32	11798
194	68	0.399574	7508	6006.42	12012.84	7508
194	69	0.168501	17804	14243.80	28487.592	17804
195	38	1.25892	2383	1906.80	3813.6	2383
195	50	1.57398	1906	1525.44	3050.88	1906
196	50	3.14795	953	762.72	1525.44	953
196	60	1.85185	1620	1296.62	2593.248	1620
197	69	0.537924	5577	4461.91	8923.824	5577
197	72	0.368053	8151	6521.26	13042.512	8151
198	109	0.2331	12870	10296.72	20593.44	12870
198	124	0.34965	8580	6864.48	13728.96	8580
199	99	0.263875	11369	9095.44	18190.872	11369
199	109	1.5544	1930	1544.51	3089.016	1930
200	87	0.27972	10725	8580.60	17161.2	10725
201	98	3.93701	762	610.18	1220.352	762
201	108	0.310013	9677	7741.61	15483.216	9677
202	122	2.62238	1144	915.26	1830.528	1144
202	135	0.817439	3670	2936.47	5872.944	3670
203	135	0.449573	6673	5339.04	10678.08	6673
203	137	0.749251	4004	3203.42	6406.848	4004
204	164	0.2331	12870	10296.72	20593.44	12870
204	251	0.0822662	36467	29174.04	58348.08	36467
205	177	0.691722	4337	3470.38	6940.752	4337
205	206	0.777001	3861	3089.02	6178.032	3861
206	205	0.777001	3861	3089.02	6178.032	3861
206	207	0.635728	4719	3775.46	7550.928	4719
207	179	0.24975	12012	9610.27	19220.544	12012
207	206	0.635728	4719	3775.46	7550.928	4719
208	192	1.99867	1501	1201.28	2402.568	1501
208	209	0.368053	8151	6521.26	13042.512	8151
209	191	2.24888	1334	1067.81	2135.616	1334
209	208	0.368053	8151	6521.26	13042.512	8151
209	210	0.561903	5339	4271.23	8542.464	5339
210	209	0.561903	5339	4271.23	8542.464	5339
210	211	0.899281	3336	2669.52	5339.04	3336
211	180	0.513787	5839	4671.66	9343.32	5839
211	210	0.899281	3336	2669.52	5339.04	3336
212	192	1.5544	1930	1544.51	3089.016	1930
212	214	0.777001	3861	3089.02	6178.032	3861
213	184	0.817439	3670	2936.47	5872.944	3670
213	191	1.2848	2335	1868.66	3737.328	2335
214	212	0.777001	3861	3089.02	6178.032	3861
214	215	0.777001	3861	3089.02	6178.032	3861
215	214	0.777001	3861	3089.02	6178.032	3861
215	216	0.101341	29603	23682.46	47364.912	29603
216	215	0.101341	29603	23682.46	47364.912	29603
216	217	0.166491	18019	14415.41	28830.816	18019
217	216	0.166491	18019	14415.41	28830.816	18019
217	218	0.411353	7293	5834.81	11669.616	7293
218	217	0.411353	7293	5834.81	11669.616	7293
218	219	0.34965	8580	6864.48	13728.96	8580
219	4	0.147218	20378	16303.14	32606.28	20378
219	218	0.34965	8580	6864.48	13728.96	8580
220	0	0.559493	5362	4290.30	8580.6	5362
220	193	0.25428	11798	9438.66	18877.32	11798
221	224	0.27972	10725	8580.60	17161.2	10725
221	256	0.399574	7508	6006.42	12012.84	7508
222	18	0.137112	21880	17504.42	35008.848	21880
222	256	0.285415	10511	8408.99	16817.976	10511
223	17	0.189274	15850	12680.22	25360.44	15850
223	19	0.366972	8175	6540.32	13080.648	8175
224	24	0.102831	29174	23339.23	46678.464	29174
224	221	0.27972	10725	8580.60	17161.2	10725
224	229	0.0874075	34322	27457.92	54915.84	34322
225	41	0.368053	8151	6521.26	13042.512	8151
225	230	0.0728403	41186	32949.50	65899.008	41186
226	12	0.0317844	94386	75509.28	151018.56	94386
226	187	0.0317844	94386	75509.28	151018.56	94386
226	227	0.0317844	94386	75509.28	151018.56	94386
227	30	0.0629617	47648	38118.96	76237.92	47648
227	226	0.0317844	94386	75509.28	151018.56	94386
227	228	0.0813096	36896	29517.26	59034.528	36896
227	255	0.0998934	30032	24025.68	48051.36	30032
228	186	0.0437037	68644	54915.84	109831.68	68644
228	227	0.0813096	36896	29517.26	59034.528	36896
228	229	0.0592593	50625	40500.43	81000.864	50625
228	256	0.0764214	39256	31405.00	62809.992	39256
229	224	0.0874075	34322	27457.92	54915.84	34322
229	228	0.0592593	50625	40500.43	81000.864	50625
229	253	0.104366	28745	22996.01	45992.016	28745
230	225	0.0728403	41186	32949.50	65899.008	41186
230	231	0.0971188	30890	24712.13	49424.256	30890
231	45	0.0514156	58348	46678.46	93356.928	58348
231	62	0.699301	4290	3432.24	6864.48	4290
231	230	0.0971188	30890	24712.13	49424.256	30890
231	232	0.129495	23167	18534.10	37068.192	23167
232	46	0.0366104	81944	65555.78	131111.568	81944
232	231	0.129495	23167	18534.10	37068.192	23167
232	254	0.0499467	60064	48051.36	96102.72	60064
233	54	0.182437	16444	13155.80	26311.608	16444
233	236	0.131938	22738	18190.87	36381.744	22738
233	252	0.0437037	68644	54915.84	109831.68	68644
234	73	0.0568505	52770	42216.55	84433.104	52770
234	74	0.134475	22309	17847.65	35695.296	22309
234	235	0.27972	10725	8580.60	17161.2	10725
234	252	0.116546	25741	20593.44	41186.88	25741
235	234	0.27972	10725	8580.60	17161.2	10725
235	236	0.131938	22738	18190.87	36381.744	22738
236	77	0.0418714	71648	57318.41	114636.816	71648
236	233	0.131938	22738	18190.87	36381.744	22738
236	235	0.131938	22738	18190.87	36381.744	22738
237	76	0.116546	25741	20593.44	41186.88	25741
237	88	0.699301	4290	3432.24	6864.48	4290
237	238	0.0822662	36467	29174.04	58348.08	36467
238	79	0.0852757	35180	28144.37	56288.736	35180
238	237	0.0822662	36467	29174.04	58348.08	36467
238	241	0.0608051	49338	39470.76	78941.52	49338
239	80	0.0377977	79370	63496.44	126992.88	79370
239	240	0.0416222	72077	57661.63	115323.264	72077
239	295	0.0406543	73793	59034.53	118069.056	73793
240	103	0.12714	23596	18877.32	37754.64	23596
240	239	0.0416222	72077	57661.63	115323.264	72077
240	241	0.0428994	69931	55945.51	111891.024	69931
241	102	0.0463084	64783	51826.82	103653.648	64783
241	238	0.0608051	49338	39470.76	78941.52	49338
241	240	0.0428994	69931	55945.51	111891.024	69931
242	101	0.0852757	35180	28144.37	56288.736	35180
242	111	0.34965	8580	6864.48	13728.96	8580
243	136	0.2331	12870	10296.72	20593.44	12870
243	245	0.174815	17161	13728.96	27457.92	17161
244	113	0.0822662	36467	29174.04	58348.08	36467
244	127	0.2331	12870	10296.72	20593.44	12870
244	142	0.0475685	63067	50453.93	100907.856	63067
244	307	0.0288956	103822	83058.30	166116.6	103822
245	140	0.116546	25741	20593.44	41186.88	25741
245	243	0.174815	17161	13728.96	27457.92	17161
246	140	0.174815	17161	13728.96	27457.92	17161
246	154	0.184015	16303	13042.51	26085.024	16303
246	155	0.116546	25741	20593.44	41186.88	25741
247	171	0.0344523	87077	69661.80	139323.6	87077
247	173	0.0242098	123917	99134.10	198268.2	123917
247	248	0.205663	14587	11669.62	23339.232	14587
248	170	0.0287103	104492	83594.16	167188.32	104492
248	247	0.205663	14587	11669.62	23339.232	14587
248	249	0.0499467	60064	48051.36	96102.72	60064
249	159	0.0896486	33464	26771.47	53542.944	33464
249	248	0.0499467	60064	48051.36	96102.72	60064
249	250	0.0635687	47193	37754.64	75509.28	47193
250	177	0.0466171	64354	51483.60	102967.2	64354
250	249	0.0635687	47193	37754.64	75509.28	47193
250	251	0.0971188	30890	24712.13	49424.256	30890
251	158	0.27972	10725	8580.60	17161.2	10725
251	204	0.0822662	36467	29174.04	58348.08	36467
251	250	0.0971188	30890	24712.13	49424.256	30890
252	70	0.0466171	64354	51483.60	102967.2	64354
252	71	0.0932343	32177	25741.80	51483.6	32177
252	233	0.0437037	68644	54915.84	109831.68	68644
252	234	0.116546	25741	20593.44	41186.88	25741
253	28	0.112786	26599	21279.89	42559.776	26599
253	229	0.104366	28745	22996.01	45992.016	28745
253	255	0.0776961	38612	30890.16	61780.32	38612
254	232	0.0499467	60064	48051.36	96102.72	60064
254	285	0.471772	6359	5087.88	10175.76	6359
255	227	0.0998934	30032	24025.68	48051.36	30032
255	253	0.0776961	38612	30890.16	61780.32	38612
256	221	0.399574	7508	6006.42	12012.84	7508
256	222	0.285415	10511	8408.99	16817.976	10511
256	228	0.0764214	39256	31405.00	62809.992	39256
257	16	0.461752	6497	5198.04	10396.08	6497
257	258	0.0629617	47648	38118.96	76237.92	47648
257	262	0.0675691	44399	35519.94	71039.88	44399
257	269	0.0501865	59777	47821.97	95643.936	59777
258	257	0.0629617	47648	38118.96	76237.92	47648
258	259	0.147362	20358	16287.19	32574.384	20358
258	261	0.10185	29455	23564.45	47128.896	29455
259	36	0.087668	34220	27376.34	54752.688	34220
259	258	0.147362	20358	16287.19	32574.384	20358
259	260	0.115429	25990	20792.16	41584.32	25990
259	269	0.205212	14619	11695.59	23391.18	14619
260	33	0.082944	36169	28935.76	57871.512	36169
260	34	0.134481	22308	17846.60	35693.208	22308
260	259	0.115429	25990	20792.16	41584.32	25990
260	261	0.0923446	32487	25990.20	51980.4	32487
261	31	0.0659602	45482	36386.28	72772.56	45482
261	32	0.0577145	51980	41584.32	83168.64	51980
261	258	0.10185	29455	23564.45	47128.896	29455
261	260	0.0923446	32487	25990.20	51980.4	32487
261	262	0.3463	8663	6930.72	13861.44	8663
262	15	0.0729022	41151	32920.92	65841.84	41151
262	257	0.0675691	44399	35519.94	71039.88	44399
262	261	0.3463	8663	6930.72	13861.44	8663
263	66	1.38568	2165	1732.68	3465.36	2165
263	264	0.0923446	32487	25990.20	51980.4	32487
263	265	0.0696056	43100	34480.33	68960.664	43100
263	274	0.13192	22741	18193.14	36386.28	22741
264	32	0.148412	20214	16171.68	32343.36	20214
264	263	0.0923446	32487	25990.20	51980.4	32487
264	265	0.0868734	34533	27626.62	55253.24	34533
264	267	0.0800662	37469	29975.36	59950.728	37469
264	273	0.142803	21008	16807.00	33613.992	21008
265	65	0.692681	4331	3465.36	6930.72	4331
265	263	0.0696056	43100	34480.33	68960.664	43100
265	264	0.0868734	34533	27626.62	55253.24	34533
265	266	0.138517	21658	17326.80	34653.6	21658
266	48	0.3463	8663	6930.72	13861.44	8663
266	265	0.138517	21658	17326.80	34653.6	21658
266	267	0.0796073	37685	30148.63	60297.264	37685
267	32	0.0800662	37469	29975.36	59950.728	37469
267	264	0.0800662	37469	29975.36	59950.728	37469
267	266	0.0796073	37685	30148.63	60297.264	37685
267	268	0.0685714	43750	35000.14	70000.272	43750
268	30	0.213098	14078	11262.42	22524.84	14078
268	267	0.0685714	43750	35000.14	70000.272	43750
269	257	0.0501865	59777	47821.97	95643.936	59777
269	259	0.205212	14619	11695.59	23391.18	14619
270	34	0.115429	25990	20792.16	41584.32	25990
270	35	0.230858	12995	10396.08	20792.16	12995
270	271	0.251847	11912	9529.74	19059.48	11912
270	310	0.307819	9746	7797.06	15594.12	9746
271	270	0.251847	11912	9529.74	19059.48	11912
271	272	0.0982383	30538	24430.79	48861.576	30538
271	308	0.0769527	38985	31188.24	62376.48	38985
272	32	0.109934	27289	21831.77	43663.536	27289
272	34	0.138517	21658	17326.80	34653.6	21658
272	271	0.0982383	30538	24430.79	48861.576	30538
272	273	0.288573	10396	8316.86	16633.728	10396
273	264	0.142803	21008	16807.00	33613.992	21008
273	272	0.288573	10396	8316.86	16633.728	10396
273	274	0.110812	27073	21658.50	43317	27073
274	263	0.13192	22741	18193.14	36386.28	22741
274	273	0.110812	27073	21658.50	43317	27073
274	308	0.0579565	51763	41411.05	82822.104	51763
275	49	0.164285	18261	14609.48	29218.968	18261
275	56	0.0968335	30981	24785.24	49570.488	30981
275	278	0.122299	24530	19624.68	39249.36	24530
275	282	0.165098	18171	14536.80	29073.6	18171
275	283	0.471772	6359	5087.88	10175.76	6359
276	94	0.660502	4542	3634.20	7268.4	4542
276	279	0.165098	18171	14536.80	29073.6	18171
277	54	0.0943426	31799	25439.40	50878.8	31799
277	55	0.171086	17535	14028.01	28056.024	17535
277	89	0.162663	18443	14754.85	29509.704	18443
277	280	0.366928	8176	6541.56	13083.12	8176
278	48	1.10092	2725	2180.52	4361.04	2725
278	64	0.692681	4331	3465.36	6930.72	4331
278	275	0.122299	24530	19624.68	39249.36	24530
278	283	0.117929	25439	20351.52	40703.04	25439
278	286	0.178486	16808	13446.54	26893.08	16808
279	56	0.0825491	36342	29073.60	58147.2	36342
279	57	0.103189	29073	23258.88	46517.76	29073
279	276	0.165098	18171	14536.80	29073.6	18171
279	280	0.183453	16353	13083.12	26166.24	16353
280	90	0.254001	11811	9448.92	18897.84	11811
280	277	0.366928	8176	6541.56	13083.12	8176
280	279	0.183453	16353	13083.12	26166.24	16353
280	281	0.0825491	36342	29073.60	58147.2	36342
281	55	0.165098	18171	14536.80	29073.6	18171
281	56	0.0943426	31799	25439.40	50878.8	31799
281	280	0.0825491	36342	29073.60	58147.2	36342
282	56	0.0971188	30890	24712.56	49425.12	30890
282	275	0.165098	18171	14536.80	29073.6	18171
282	285	0.275179	10902	8722.08	17444.16	10902
283	275	0.471772	6359	5087.88	10175.76	6359
283	278	0.117929	25439	20351.52	40703.04	25439
283	284	0.379555	7904	6323.51	12647.016	7904
284	283	0.379555	7904	6323.51	12647.016	7904
284	285	0.393133	7631	6105.46	12210.912	7631
284	286	0.264178	11356	9085.50	18171	11356
285	53	0.262077	11447	9158.18	18316.368	11447
285	254	0.471772	6359	5087.88	10175.76	6359
285	282	0.275179	10902	8722.08	17444.16	10902
285	284	0.393133	7631	6105.46	12210.912	7631
286	278	0.178486	16808	13446.54	26893.08	16808
286	284	0.264178	11356	9085.50	18171	11356
287	133	0.156527	19166	15333.12	30666.24	19166
287	149	0.0207351	144682	115745.76	231491.52	144682
288	118	0.391338	7666	6133.25	12266.496	7666
288	289	0.059346	50551	40441.10	80882.208	50551
289	120	0.0728032	41207	32966.21	65932.416	41207
289	288	0.059346	50551	40441.10	80882.208	50551
289	290	0.0574405	52228	41782.75	83565.504	52228
290	84	0.0205615	145904	116723.38	233446.752	145904
290	115	0.0424472	70676	56540.88	113081.76	70676
290	289	0.0574405	52228	41782.75	83565.504	52228
290	291	0.0934492	32103	25682.98	51365.952	32103
291	117	0.169224	17728	14183.14	28366.272	17728
291	290	0.0934492	32103	25682.98	51365.952	32103
292	131	0.56926	5270	4216.61	8433.216	5270
292	293	0.0993805	30187	24149.66	48299.328	30187
293	292	0.0993805	30187	24149.66	48299.328	30187
293	298	0.154599	19405	15524.78	31049.568	19405
294	130	0.127779	23478	18783.07	37566.144	23478
294	303	0.0339305	88416	70733.52	141467.04	88416
295	84	0.011953	250982	200786.04	401572.08	250982
295	105	0.104351	28749	22999.68	45999.36	28749
295	106	0.0695668	43124	34499.52	68999.04	43124
295	239	0.0406543	73793	59034.53	118069.056	73793
296	104	0.0863583	34739	27791.28	55582.56	34739
296	105	0.0834794	35937	28749.60	57499.2	35937
296	114	0.626174	4791	3833.28	7666.56	4791
297	148	0.0520797	57604	46083.96	92167.92	57604
297	298	0.0204512	146691	117353.34	234706.68	146691
297	300	0.0326918	91766	73412.82	146825.64	91766
298	293	0.154599	19405	15524.78	31049.568	19405
298	297	0.0204512	146691	117353.34	234706.68	146691
298	299	0.0814332	36840	29472.30	58944.6	36840
299	298	0.0814332	36840	29472.30	58944.6	36840
299	300	0.0407166	73680	58944.60	117889.2	73680
300	297	0.0326918	91766	73412.82	146825.64	91766
300	299	0.0407166	73680	58944.60	117889.2	73680
300	301	0.0772221	38849	31079.88	62159.76	38849
301	147	0.0486831	61623	49299.12	98598.24	61623
301	300	0.0772221	38849	31079.88	62159.76	38849
302	146	0.0471453	63633	50906.70	101813.4	63633
302	147	0.0215327	139323	111458.88	222917.76	139323
302	303	0.0952956	31481	25185.42	50370.84	31481
303	113	0.0109239	274628	219702.60	439405.2	274628
303	294	0.0339305	88416	70733.52	141467.04	88416
303	302	0.0952956	31481	25185.42	50370.84	31481
304	144	0.0746473	40189	32151.60	64303.2	40189
304	145	0.0457024	65642	52514.28	105028.56	65642
304	173	0.117864	25453	20362.68	40725.36	25453
304	174	0.179158	16745	13396.50	26793	16745
305	145	0.0861326	34830	27864.72	55729.44	34830
305	306	0.0246087	121908	97526.52	195053.04	121908
306	144	0.0622058	48227	38581.92	77163.84	48227
306	305	0.0246087	121908	97526.52	195053.04	121908
306	307	0.030468	98464	78771.42	157542.84	98464
307	143	0.0447882	66982	53586.00	107172	66982
307	244	0.0288956	103822	83058.30	166116.6	103822
307	306	0.030468	98464	78771.42	157542.84	98464
308	67	0.692681	4331	3465.36	6930.72	4331
308	271	0.0769527	38985	31188.24	62376.48	38985
308	274	0.0579565	51763	41411.05	82822.104	51763
308	310	0.133191	22524	18019.87	36039.744	22524
309	58	0.0927529	32344	25875.50	51751.008	32344
309	59	0.0512733	58510	46808.50	93616.992	58510
309	95	1.65107	1817	1453.68	2907.36	1817
310	35	0.147362	20358	16287.19	32574.384	20358
310	270	0.307819	9746	7797.06	15594.12	9746
310	308	0.133191	22524	18019.87	36039.744	22524
EndArcs
source	dest	demand	nbTrucks
262	173	943	13
209	105	178	28
210	112	681	22
204	245	506	26
