311
2
Arcs	Cost	Risk_C1	Risk_C2
259	269	6.75	0.64728467	0.889511823
260	33	16.7	0.81869767	0.296242983
260	34	10.3	0.77065184	0.852269613
260	259	12	0.495516837	0.625106259
260	261	15	0.169187397	0.652501752
261	31	21	0.668139552	0.094036236
261	32	24	0.31903367	0.78491254
261	258	13.6	0.544902201	0.700690877
261	260	15	0.633987028	0.698860066
261	262	4	0.169584167	0.278155864
262	15	19	0.306428026	0.270424789
262	257	20.5	0.741395238	0.04366378
262	261	4	0.168815878	0.27801545
263	66	1	0.318391222	0.12775895
263	264	15	0.117803014	0.07531082
263	265	19.9	0.416261244	0.983021855
263	274	10.5	0.097392326	0.836530542
264	32	12	0.78124367	0.208999792
264	263	15	0.917477555	0.470573535
264	265	20.5	0.418402599	0.386252023
264	267	17.3	0.114981877	0.620475066
264	273	9.7	0.089552729	0.990559403
265	65	2	0.71771288	0.837450093
265	263	19.9	0.150181166	0.459025124
265	264	20.5	0.121486825	0.841268075
265	266	10	0.022935165	0.496755463
266	48	4	0.800330308	0.383020928
266	265	10	0.201256593	0.989036697
266	267	17.4	0.875315154	0.332343368
267	32	17.3	0.288026956	0.824769926
267	264	17.3	0.875162916	0.785723358
267	266	17.4	0.574329331	0.272467557
267	268	20.2	0.808914439	0.103580727
268	30	6.5	0.20122063	0.951688043
268	267	20.2	0.740596225	0.842953761
269	257	27.6	0.19439601	0.693527078
269	259	6.75	0.649331979	0.096779295
270	34	12	0.742253316	0.283002342
270	35	6	0.6956884	0.358205976
270	271	5.5	0.624141229	0.137152003
270	310	4.5	0.306921486	0.85217437
271	270	5.5	0.052297381	0.886320288
271	272	14.1	0.723023198	0.925118785
271	308	18	0.891798125	0.134277211
272	32	12.6	0.249756319	0.504895564
272	34	10	0.42755457	0.993518104
272	271	14.1	0.672301544	0.063250942
272	273	4.8	0.680768352	0.844338582
273	264	9.7	0.87141883	0.816286713
273	272	4.8	0.013488032	0.486148537
273	274	12.5	0.728293411	0.469446717
274	263	10.5	0.822452231	0.968517735
274	273	12.5	0.910256026	0.133310252
274	308	23.9	0.308766022	0.45305471
275	49	20.1	0.983728823	0.935620502
275	56	34.1	0.996160607	0.954754232
275	278	27	0.97389624	0.587711285
275	282	20	0.619955328	0.053671817
275	283	7	0.221624185	0.975208923
276	94	5	0.903237331	0.619384513
276	279	20	0.284392528	0.500169729
277	54	35	0.387864489	0.984257679
277	55	19.3	0.518824029	0.413967684
277	89	20.3	0.20244332	0.834619849
277	280	9	0.212642395	0.742576755
278	48	3	0.073321488	0.139219954
278	64	2	0.728974895	0.650624885
278	275	27	0.195258521	0.342587009
278	283	28	0.786358926	0.164066082
278	286	18.5	0.377905044	0.396587199
279	56	40	0.666385639	0.17669036
279	57	32	0.435173943	0.995039319
279	276	20	0.560236769	0.543160619
279	280	18	0.670125237	0.151684584
280	90	13	0.001408432	0.491944109
280	277	9	0.724468045	0.988119739
280	279	18	0.218071249	0.258346749
280	281	40	0.719308194	0.411991832
281	55	20	0.213671693	0.831819664
281	56	35	0.440400052	0.908386842
281	280	40	0.091497482	0.384179289
282	56	34	0.729869209	0.790582483
282	275	20	0.751118542	0.018826642
282	285	12	0.383173904	0.70899548
283	275	7	0.665175675	0.062978585
283	278	28	0.686647558	0.787320538
283	284	8.7	0.910309696	0.630135643
284	283	8.7	0.692128005	0.504080521
284	285	8.4	0.299223163	0.128783595
284	286	12.5	0.073067268	0.557661702
285	53	12.6	0.859667362	0.446039067
285	254	7	0.554928716	0.429785598
285	282	12	0.820752346	0.176693636
285	284	8.4	0.810224748	0.640595513
286	278	18.5	0.564750524	0.075455607
286	284	12.5	0.454794116	0.40694579
287	133	8	0.664064252	0.48293716
287	149	21.6	0.556534215	0.192115909
288	118	3.2	0.476945965	0.637337522
288	289	21.1	0.456218554	0.693750115
289	120	17.2	0.765778561	0.474485614
289	288	21.1	0.774203175	0.396228827
289	290	21.8	0.305726583	0.590699488
290	84	60.9	0.606087239	0.025364393
290	115	29.5	0.873168157	0.099725752
290	289	21.8	0.856366451	0.932861374
290	291	13.4	0.284073517	0.418209423
291	117	7.4	0.593821337	0.916455545
291	290	13.4	0.702093665	0.077197222
292	131	2.2	0.158312459	0.089477617
292	293	12.6	0.732631769	0.680375891
293	292	12.6	0.541354297	0.423549914
293	298	8.1	0.941976059	0.807504264
294	130	9.8	0.015322497	0.999406863
294	303	13.2	0.000868289	0.962645663
295	84	58.5	0.86819278	0.873426014
295	105	12	0.598871584	0.89700663
295	106	18	0.79778758	0.943216394
295	239	17.2	0.860919346	0.608437673
296	104	14.5	0.707055563	0.502414809
296	105	15	0.860515462	0.579281782
296	114	2	0.926456068	0.476269416
297	148	8.6	0.804508194	0.129978994
297	298	21.9	0.030639758	0.806373303
297	300	13.7	0.784133327	0.314117001
298	293	8.1	0.352827215	0.354545499
298	297	21.9	0.832963588	0.082486018
298	299	5.5	0.684686712	0.895360902
299	298	5.5	0.24693214	0.121620326
299	300	11	0.455836031	0.60200827
300	297	13.7	0.114244165	0.645267736
300	299	11	0.967440647	0.222434833
300	301	5.8	0.374093968	0.29101527
301	147	9.2	0.053474636	0.567117198
301	300	5.8	0.547828206	0.195456991
302	146	9.5	0.251500517	0.421638678
302	147	20.8	0.215248476	0.252563278
302	303	4.7	0.540440531	0.187155738
303	113	41	0.653593904	0.422753449
303	294	13.2	0.857509179	0.767939602
303	302	4.7	0.537468227	0.448323922
304	144	6	0.145758499	0.777820552
304	145	9.8	0.884251523	0.083230154
304	173	3.8	0.705327502	0.986446231
304	174	2.5	0.599150197	0.575480784
305	145	5.2	0.374113986	0.316660368
305	306	18.2	0.881688702	0.31485086
306	144	7.2	0.412021275	0.705156197
306	305	18.2	0.246542841	0.261010333
306	307	14.7	0.8746017	0.190405454
307	143	10	0.266165701	0.986469172
307	244	15.5	0.603414427	0.078389656
307	306	14.7	0.105067468	0.697336532
308	67	2	0.319216883	0.900569691
308	271	18	0.598618217	0.027601019
308	274	23.9	0.385910285	0.512299694
308	310	10.4	0.101082088	0.405811453
309	58	35.6	0.364482986	0.423153015
309	59	64.4	0.609624257	0.674837604
309	95	2	0.526146538	0.326585025
310	35	9.4	0.766476915	0.040908323
310	270	4.5	0.802949877	0.948353146
310	308	10.4	0.307045226	0.428782636
EndArcs
source	dest	demand	nbTrucks
262	173	923	3
209	105	107	2
