311
2
Arcs	Cost	Risk_C1	Risk_C2
284	285	8,7	7904,39	6323,51
285	284	8,7	7904,39	6323,51
285	286	8,4	7631,82	6105,46
285	287	12,5	11356,88	9085,50
286	54	12,6	11447,73	9158,18
286	255	7	6359,85	5087,88
286	283	12	10902,60	8722,08
286	285	8,4	7631,82	6105,46
287	279	18,5	16808,18	13446,54
287	285	12,5	11356,88	9085,50
288	134	8	19166,40	15333,12
288	150	21,6	144682,20	115745,76
289	119	3,2	7666,56	6133,25
289	290	21,1	50551,38	40441,10
290	121	17,2	41207,76	32966,21
290	289	21,1	50551,38	40441,10
290	291	21,8	52228,44	41782,75
291	85	60,9	145904,22	116723,38
291	116	29,5	70676,10	56540,88
291	290	21,8	52228,44	41782,75
291	292	13,4	32103,72	25682,98
292	118	7,4	17728,92	14183,14
292	291	13,4	32103,72	25682,98
293	132	2,2	5270,76	4216,61
293	294	12,6	30187,08	24149,66
294	293	12,6	30187,08	24149,66
294	299	8,1	19405,98	15524,78
295	131	9,8	23478,84	18783,07
295	304	13,2	88416,90	70733,52
296	85	58,5	250982,55	200786,04
296	106	12	28749,60	22999,68
296	107	18	43124,40	34499,52
296	240	17,2	73793,16	59034,53
297	105	14,5	34739,10	27791,28
297	106	15	35937,00	28749,60
297	115	2	4791,60	3833,28
298	149	8,6	57604,95	46083,96
298	299	21,9	146691,68	117353,34
298	301	13,7	91766,03	73412,82
299	294	8,1	19405,98	15524,78
299	298	21,9	146691,68	117353,34
299	300	5,5	36840,38	29472,30
300	299	5,5	36840,38	29472,30
300	301	11	73680,75	58944,60
301	298	13,7	91766,03	73412,82
301	300	11	73680,75	58944,60
301	302	5,8	38849,85	31079,88
302	148	9,2	61623,90	49299,12
302	301	5,8	38849,85	31079,88
303	147	9,5	63633,38	50906,70
303	148	20,8	139323,60	111458,88
303	304	4,7	31481,78	25185,42
304	114	41	274628,25	219702,60
304	295	13,2	88416,90	70733,52
304	303	4,7	31481,78	25185,42
305	145	6	40189,50	32151,60
305	146	9,8	65642,85	52514,28
305	174	3,8	25453,35	20362,68
305	175	2,5	16745,63	13396,50
306	146	5,2	34830,90	27864,72
306	307	18,2	121908,15	97526,52
307	145	7,2	48227,40	38581,92
307	306	18,2	121908,15	97526,52
307	308	14,7	98464,28	78771,42
308	144	10	66982,50	53586,00
308	245	15,5	103822,88	83058,30
308	307	14,7	98464,28	78771,42
309	68	2	4331,70	3465,36
309	272	18	38985,30	31188,24
309	275	23,9	51763,82	41411,05
309	311	10,4	22524,84	18019,87
310	59	35,6	32344,38	25875,50
310	60	64,4	58510,62	46808,50
310	96	2	1817,10	1453,68
311	36	9,4	20358,99	16287,19
311	271	4,5	9746,33	7797,06
311	309	10,4	22524,84	18019,87
EndArcs
source	dest	demand
263	174	126
210	106	403
