311
3
Arcs	Cost	Risk_C1	Risk_C2	Risk_C3
228	256	0.0764214	39256	31405.00	62809.992
229	224	0.0874075	34322	27457.92	54915.84
229	228	0.0592593	50625	40500.43	81000.864
229	253	0.104366	28745	22996.01	45992.016
230	225	0.0728403	41186	32949.50	65899.008
230	231	0.0971188	30890	24712.13	49424.256
231	45	0.0514156	58348	46678.46	93356.928
231	62	0.699301	4290	3432.24	6864.48
231	230	0.0971188	30890	24712.13	49424.256
231	232	0.129495	23167	18534.10	37068.192
232	46	0.0366104	81944	65555.78	131111.568
232	231	0.129495	23167	18534.10	37068.192
232	254	0.0499467	60064	48051.36	96102.72
233	54	0.182437	16444	13155.80	26311.608
233	236	0.131938	22738	18190.87	36381.744
233	252	0.0437037	68644	54915.84	109831.68
234	73	0.0568505	52770	42216.55	84433.104
234	74	0.134475	22309	17847.65	35695.296
234	235	0.27972	10725	8580.60	17161.2
234	252	0.116546	25741	20593.44	41186.88
235	234	0.27972	10725	8580.60	17161.2
235	236	0.131938	22738	18190.87	36381.744
236	77	0.0418714	71648	57318.41	114636.816
236	233	0.131938	22738	18190.87	36381.744
236	235	0.131938	22738	18190.87	36381.744
237	76	0.116546	25741	20593.44	41186.88
237	88	0.699301	4290	3432.24	6864.48
237	238	0.0822662	36467	29174.04	58348.08
238	79	0.0852757	35180	28144.37	56288.736
238	237	0.0822662	36467	29174.04	58348.08
238	241	0.0608051	49338	39470.76	78941.52
239	80	0.0377977	79370	63496.44	126992.88
239	240	0.0416222	72077	57661.63	115323.264
239	295	0.0406543	73793	59034.53	118069.056
240	103	0.12714	23596	18877.32	37754.64
240	239	0.0416222	72077	57661.63	115323.264
240	241	0.0428994	69931	55945.51	111891.024
241	102	0.0463084	64783	51826.82	103653.648
241	238	0.0608051	49338	39470.76	78941.52
241	240	0.0428994	69931	55945.51	111891.024
242	101	0.0852757	35180	28144.37	56288.736
242	111	0.34965	8580	6864.48	13728.96
243	136	0.2331	12870	10296.72	20593.44
243	245	0.174815	17161	13728.96	27457.92
244	113	0.0822662	36467	29174.04	58348.08
244	127	0.2331	12870	10296.72	20593.44
244	142	0.0475685	63067	50453.93	100907.856
244	307	0.0288956	103822	83058.30	166116.6
245	140	0.116546	25741	20593.44	41186.88
245	243	0.174815	17161	13728.96	27457.92
246	140	0.174815	17161	13728.96	27457.92
246	154	0.184015	16303	13042.51	26085.024
246	155	0.116546	25741	20593.44	41186.88
247	171	0.0344523	87077	69661.80	139323.6
247	173	0.0242098	123917	99134.10	198268.2
247	248	0.205663	14587	11669.62	23339.232
248	170	0.0287103	104492	83594.16	167188.32
248	247	0.205663	14587	11669.62	23339.232
248	249	0.0499467	60064	48051.36	96102.72
249	159	0.0896486	33464	26771.47	53542.944
249	248	0.0499467	60064	48051.36	96102.72
249	250	0.0635687	47193	37754.64	75509.28
250	177	0.0466171	64354	51483.60	102967.2
250	249	0.0635687	47193	37754.64	75509.28
250	251	0.0971188	30890	24712.13	49424.256
251	158	0.27972	10725	8580.60	17161.2
251	204	0.0822662	36467	29174.04	58348.08
251	250	0.0971188	30890	24712.13	49424.256
252	70	0.0466171	64354	51483.60	102967.2
252	71	0.0932343	32177	25741.80	51483.6
252	233	0.0437037	68644	54915.84	109831.68
252	234	0.116546	25741	20593.44	41186.88
253	28	0.112786	26599	21279.89	42559.776
253	229	0.104366	28745	22996.01	45992.016
253	255	0.0776961	38612	30890.16	61780.32
254	232	0.0499467	60064	48051.36	96102.72
254	285	0.471772	6359	5087.88	10175.76
255	227	0.0998934	30032	24025.68	48051.36
255	253	0.0776961	38612	30890.16	61780.32
256	221	0.399574	7508	6006.42	12012.84
256	222	0.285415	10511	8408.99	16817.976
256	228	0.0764214	39256	31405.00	62809.992
257	16	0.461752	6497	5198.04	10396.08
257	258	0.0629617	47648	38118.96	76237.92
257	262	0.0675691	44399	35519.94	71039.88
257	269	0.0501865	59777	47821.97	95643.936
258	257	0.0629617	47648	38118.96	76237.92
258	259	0.147362	20358	16287.19	32574.384
258	261	0.10185	29455	23564.45	47128.896
259	36	0.087668	34220	27376.34	54752.688
259	258	0.147362	20358	16287.19	32574.384
259	260	0.115429	25990	20792.16	41584.32
259	269	0.205212	14619	11695.59	23391.18
260	33	0.082944	36169	28935.76	57871.512
260	34	0.134481	22308	17846.60	35693.208
260	259	0.115429	25990	20792.16	41584.32
260	261	0.0923446	32487	25990.20	51980.4
261	31	0.0659602	45482	36386.28	72772.56
261	32	0.0577145	51980	41584.32	83168.64
261	258	0.10185	29455	23564.45	47128.896
261	260	0.0923446	32487	25990.20	51980.4
261	262	0.3463	8663	6930.72	13861.44
262	15	0.0729022	41151	32920.92	65841.84
262	257	0.0675691	44399	35519.94	71039.88
262	261	0.3463	8663	6930.72	13861.44
263	66	1.38568	2165	1732.68	3465.36
263	264	0.0923446	32487	25990.20	51980.4
263	265	0.0696056	43100	34480.33	68960.664
263	274	0.13192	22741	18193.14	36386.28
264	32	0.148412	20214	16171.68	32343.36
264	263	0.0923446	32487	25990.20	51980.4
264	265	0.0868734	34533	27626.62	55253.24
264	267	0.0800662	37469	29975.36	59950.728
264	273	0.142803	21008	16807.00	33613.992
265	65	0.692681	4331	3465.36	6930.72
265	263	0.0696056	43100	34480.33	68960.664
265	264	0.0868734	34533	27626.62	55253.24
265	266	0.138517	21658	17326.80	34653.6
266	48	0.3463	8663	6930.72	13861.44
266	265	0.138517	21658	17326.80	34653.6
266	267	0.0796073	37685	30148.63	60297.264
267	32	0.0800662	37469	29975.36	59950.728
267	264	0.0800662	37469	29975.36	59950.728
267	266	0.0796073	37685	30148.63	60297.264
267	268	0.0685714	43750	35000.14	70000.272
268	30	0.213098	14078	11262.42	22524.84
268	267	0.0685714	43750	35000.14	70000.272
269	257	0.0501865	59777	47821.97	95643.936
269	259	0.205212	14619	11695.59	23391.18
270	34	0.115429	25990	20792.16	41584.32
270	35	0.230858	12995	10396.08	20792.16
270	271	0.251847	11912	9529.74	19059.48
270	310	0.307819	9746	7797.06	15594.12
271	270	0.251847	11912	9529.74	19059.48
271	272	0.0982383	30538	24430.79	48861.576
271	308	0.0769527	38985	31188.24	62376.48
272	32	0.109934	27289	21831.77	43663.536
272	34	0.138517	21658	17326.80	34653.6
272	271	0.0982383	30538	24430.79	48861.576
272	273	0.288573	10396	8316.86	16633.728
273	264	0.142803	21008	16807.00	33613.992
273	272	0.288573	10396	8316.86	16633.728
273	274	0.110812	27073	21658.50	43317
274	263	0.13192	22741	18193.14	36386.28
274	273	0.110812	27073	21658.50	43317
274	308	0.0579565	51763	41411.05	82822.104
275	49	0.164285	18261	14609.48	29218.968
275	56	0.0968335	30981	24785.24	49570.488
275	278	0.122299	24530	19624.68	39249.36
275	282	0.165098	18171	14536.80	29073.6
275	283	0.471772	6359	5087.88	10175.76
276	94	0.660502	4542	3634.20	7268.4
276	279	0.165098	18171	14536.80	29073.6
277	54	0.0943426	31799	25439.40	50878.8
277	55	0.171086	17535	14028.01	28056.024
277	89	0.162663	18443	14754.85	29509.704
277	280	0.366928	8176	6541.56	13083.12
278	48	1.10092	2725	2180.52	4361.04
278	64	0.692681	4331	3465.36	6930.72
278	275	0.122299	24530	19624.68	39249.36
278	283	0.117929	25439	20351.52	40703.04
278	286	0.178486	16808	13446.54	26893.08
279	56	0.0825491	36342	29073.60	58147.2
279	57	0.103189	29073	23258.88	46517.76
279	276	0.165098	18171	14536.80	29073.6
279	280	0.183453	16353	13083.12	26166.24
280	90	0.254001	11811	9448.92	18897.84
280	277	0.366928	8176	6541.56	13083.12
280	279	0.183453	16353	13083.12	26166.24
280	281	0.0825491	36342	29073.60	58147.2
281	55	0.165098	18171	14536.80	29073.6
281	56	0.0943426	31799	25439.40	50878.8
281	280	0.0825491	36342	29073.60	58147.2
282	56	0.0971188	30890	24712.56	49425.12
282	275	0.165098	18171	14536.80	29073.6
282	285	0.275179	10902	8722.08	17444.16
283	275	0.471772	6359	5087.88	10175.76
283	278	0.117929	25439	20351.52	40703.04
283	284	0.379555	7904	6323.51	12647.016
284	283	0.379555	7904	6323.51	12647.016
284	285	0.393133	7631	6105.46	12210.912
284	286	0.264178	11356	9085.50	18171
285	53	0.262077	11447	9158.18	18316.368
285	254	0.471772	6359	5087.88	10175.76
285	282	0.275179	10902	8722.08	17444.16
285	284	0.393133	7631	6105.46	12210.912
286	278	0.178486	16808	13446.54	26893.08
286	284	0.264178	11356	9085.50	18171
287	133	0.156527	19166	15333.12	30666.24
287	149	0.0207351	144682	115745.76	231491.52
288	118	0.391338	7666	6133.25	12266.496
288	289	0.059346	50551	40441.10	80882.208
289	120	0.0728032	41207	32966.21	65932.416
289	288	0.059346	50551	40441.10	80882.208
289	290	0.0574405	52228	41782.75	83565.504
290	84	0.0205615	145904	116723.38	233446.752
290	115	0.0424472	70676	56540.88	113081.76
290	289	0.0574405	52228	41782.75	83565.504
290	291	0.0934492	32103	25682.98	51365.952
291	117	0.169224	17728	14183.14	28366.272
291	290	0.0934492	32103	25682.98	51365.952
292	131	0.56926	5270	4216.61	8433.216
292	293	0.0993805	30187	24149.66	48299.328
293	292	0.0993805	30187	24149.66	48299.328
293	298	0.154599	19405	15524.78	31049.568
294	130	0.127779	23478	18783.07	37566.144
294	303	0.0339305	88416	70733.52	141467.04
295	84	0.011953	250982	200786.04	401572.08
295	105	0.104351	28749	22999.68	45999.36
295	106	0.0695668	43124	34499.52	68999.04
295	239	0.0406543	73793	59034.53	118069.056
296	104	0.0863583	34739	27791.28	55582.56
296	105	0.0834794	35937	28749.60	57499.2
296	114	0.626174	4791	3833.28	7666.56
297	148	0.0520797	57604	46083.96	92167.92
297	298	0.0204512	146691	117353.34	234706.68
297	300	0.0326918	91766	73412.82	146825.64
298	293	0.154599	19405	15524.78	31049.568
298	297	0.0204512	146691	117353.34	234706.68
298	299	0.0814332	36840	29472.30	58944.6
299	298	0.0814332	36840	29472.30	58944.6
299	300	0.0407166	73680	58944.60	117889.2
300	297	0.0326918	91766	73412.82	146825.64
300	299	0.0407166	73680	58944.60	117889.2
300	301	0.0772221	38849	31079.88	62159.76
301	147	0.0486831	61623	49299.12	98598.24
301	300	0.0772221	38849	31079.88	62159.76
302	146	0.0471453	63633	50906.70	101813.4
302	147	0.0215327	139323	111458.88	222917.76
302	303	0.0952956	31481	25185.42	50370.84
303	113	0.0109239	274628	219702.60	439405.2
303	294	0.0339305	88416	70733.52	141467.04
303	302	0.0952956	31481	25185.42	50370.84
304	144	0.0746473	40189	32151.60	64303.2
304	145	0.0457024	65642	52514.28	105028.56
304	173	0.117864	25453	20362.68	40725.36
304	174	0.179158	16745	13396.50	26793
305	145	0.0861326	34830	27864.72	55729.44
305	306	0.0246087	121908	97526.52	195053.04
306	144	0.0622058	48227	38581.92	77163.84
306	305	0.0246087	121908	97526.52	195053.04
306	307	0.030468	98464	78771.42	157542.84
307	143	0.0447882	66982	53586.00	107172
307	244	0.0288956	103822	83058.30	166116.6
307	306	0.030468	98464	78771.42	157542.84
308	67	0.692681	4331	3465.36	6930.72
308	271	0.0769527	38985	31188.24	62376.48
308	274	0.0579565	51763	41411.05	82822.104
308	310	0.133191	22524	18019.87	36039.744
309	58	0.0927529	32344	25875.50	51751.008
309	59	0.0512733	58510	46808.50	93616.992
309	95	1.65107	1817	1453.68	2907.36
310	35	0.147362	20358	16287.19	32574.384
310	270	0.307819	9746	7797.06	15594.12
310	308	0.133191	22524	18019.87	36039.744
EndArcs
source	dest	demand	nbTrucks
262	173	510	28
209	105	605	5
210	112	843	26
