311
2
Arcs	Cost	Risk_C1	Risk_C2
283	284	8.7	7904.39	6323.51
284	283	8.7	7904.39	6323.51
284	285	8.4	7631.82	6105.46
284	286	12.5	11356.88	9085.50
285	53	12.6	11447.73	9158.18
285	254	7	6359.85	5087.88
285	282	12	10902.60	8722.08
285	284	8.4	7631.82	6105.46
286	278	18.5	16808.18	13446.54
286	284	12.5	11356.88	9085.50
287	133	8	19166.40	15333.12
287	149	21.6	144682.20	115745.76
288	118	3.2	7666.56	6133.25
288	289	21.1	50551.38	40441.10
289	120	17.2	41207.76	32966.21
289	288	21.1	50551.38	40441.10
289	290	21.8	52228.44	41782.75
290	84	60.9	145904.22	116723.38
290	115	29.5	70676.10	56540.88
290	289	21.8	52228.44	41782.75
290	291	13.4	32103.72	25682.98
291	117	7.4	17728.92	14183.14
291	290	13.4	32103.72	25682.98
292	131	2.2	5270.76	4216.61
292	293	12.6	30187.08	24149.66
293	292	12.6	30187.08	24149.66
293	298	8.1	19405.98	15524.78
294	130	9.8	23478.84	18783.07
294	303	13.2	88416.90	70733.52
295	84	58.5	250982.55	200786.04
295	105	12	28749.60	22999.68
295	106	18	43124.40	34499.52
295	239	17.2	73793.16	59034.53
296	104	14.5	34739.10	27791.28
296	105	15	35937.00	28749.60
296	114	2	4791.60	3833.28
297	148	8.6	57604.95	46083.96
297	298	21.9	146691.68	117353.34
297	300	13.7	91766.03	73412.82
298	293	8.1	19405.98	15524.78
298	297	21.9	146691.68	117353.34
298	299	5.5	36840.38	29472.30
299	298	5.5	36840.38	29472.30
299	300	11	73680.75	58944.60
300	297	13.7	91766.03	73412.82
300	299	11	73680.75	58944.60
300	301	5.8	38849.85	31079.88
301	147	9.2	61623.90	49299.12
301	300	5.8	38849.85	31079.88
302	146	9.5	63633.38	50906.70
302	147	20.8	139323.60	111458.88
302	303	4.7	31481.78	25185.42
303	113	41	274628.25	219702.60
303	294	13.2	88416.90	70733.52
303	302	4.7	31481.78	25185.42
304	144	6	40189.50	32151.60
304	145	9.8	65642.85	52514.28
304	173	3.8	25453.35	20362.68
304	174	2.5	16745.63	13396.50
305	145	5.2	34830.90	27864.72
305	306	18.2	121908.15	97526.52
306	144	7.2	48227.40	38581.92
306	305	18.2	121908.15	97526.52
306	307	14.7	98464.28	78771.42
307	143	10	66982.50	53586.00
307	244	15.5	103822.88	83058.30
307	306	14.7	98464.28	78771.42
308	67	2	4331.70	3465.36
308	271	18	38985.30	31188.24
308	274	23.9	51763.82	41411.05
308	310	10.4	22524.84	18019.87
309	58	35.6	32344.38	25875.50
309	59	64.4	58510.62	46808.50
309	95	2	1817.10	1453.68
310	35	9.4	20358.99	16287.19
310	270	4.5	9746.33	7797.06
310	308	10.4	22524.84	18019.87
EndArcs
source	dest	demand
262	173	775
209	105	939
